time,speed_kmh,i_true,i_meas,v_meas,true_soc,cc_soc,hybrid_soc,kf_soc,v_pred
130.000,0.00,0.000,0.088,12.8322,99.2704,99.2527,95.9253,99.7698,12.8398
131.000,0.00,0.000,0.115,12.8585,99.2704,99.2527,96.4166,99.9607,12.8473
132.000,0.00,0.000,0.183,12.8289,99.2704,99.2527,95.7296,99.5380,12.8345
133.000,0.00,0.000,0.027,12.8597,99.2704,99.2527,96.5561,99.9238,12.8507
134.000,0.00,0.000,-0.006,12.8640,99.2704,99.2527,96.6386,99.8720,12.8510
135.000,0.00,0.000,0.174,12.8568,99.2704,99.2527,96.6460,99.8352,12.8488
136.000,0.00,0.000,0.141,12.8602,99.2704,99.2527,96.8698,99.9080,12.8530
137.000,0.00,0.000,0.187,12.8481,99.2704,99.2527,96.7144,99.6980,12.8469
138.000,0.00,0.000,0.163,12.8514,99.2704,99.2527,96.3894,99.5285,12.8432
139.000,0.00,0.000,0.115,12.8632,99.2704,99.2527,96.4684,99.5586,12.8462
140.000,0.00,6.250,6.272,12.7770,99.2704,99.2527,97.1935,99.8315,12.7731
141.000,0.00,6.250,6.382,12.7533,99.2621,99.2440,97.1847,99.5970,12.7621
142.000,0.00,6.250,6.352,12.7785,99.2537,99.2353,97.1761,99.8626,12.7693
143.000,0.00,6.250,6.483,12.7432,99.2454,99.2266,97.1674,99.6294,12.7582
144.000,0.00,6.250,6.259,12.7451,99.2370,99.2179,97.1587,99.6427,12.7599
145.000,0.00,6.250,6.484,12.7537,99.2287,99.2092,97.1500,99.6482,12.7553
146.000,0.00,6.250,6.321,12.7555,99.2203,99.2005,97.1413,99.5744,12.7536
147.000,0.00,6.250,6.325,12.7392,99.2120,99.1919,97.1327,99.5861,12.7524
148.000,0.00,6.250,6.386,12.7602,99.2036,99.1832,97.1240,99.6932,12.7538
149.000,0.00,6.250,6.364,12.7657,99.1953,99.1745,97.1153,99.8147,12.7566
150.000,0.00,6.250,6.427,12.7403,99.1870,99.1658,97.1066,99.6044,12.7476
151.000,0.00,6.250,6.485,12.7302,99.1786,99.1571,97.0979,99.3826,12.7384
152.000,0.00,6.250,6.236,12.7487,99.1703,99.1484,97.0892,99.5626,12.7466
153.000,0.00,6.250,6.392,12.7610,99.1619,99.1397,97.0805,99.7332,12.7489
154.000,0.00,6.250,6.328,12.7493,99.1536,99.1309,97.0717,99.4014,12.7378
155.000,0.00,6.250,6.511,12.7377,99.1452,99.1222,97.0630,99.4795,12.7370
156.000,0.00,6.250,6.442,12.7372,99.1369,99.1135,97.0543,99.4450,12.7359
157.000,0.00,6.250,6.490,12.7310,99.1285,99.1048,97.0456,99.4784,12.7355
158.000,0.00,6.250,6.435,12.7390,99.1202,99.0961,97.0369,99.4956,12.7360
159.000,0.00,6.250,6.399,12.7231,99.1118,99.0874,97.0282,99.4816,12.7352
160.000,0.00,6.250,6.288,12.7322,99.1035,99.0788,97.0196,99.4946,12.7364
161.000,0.00,6.250,6.428,12.7272,99.0952,99.0701,97.0108,99.3803,12.7300
162.000,0.00,6.250,6.404,12.7258,99.0868,99.0613,97.0021,99.3591,12.7290
163.000,0.00,6.250,6.293,12.7479,99.0785,99.0527,96.9935,99.5077,12.7348
164.000,0.00,12.500,12.657,12.6340,99.0701,99.0440,96.9848,99.4193,12.6452
165.000,0.00,12.500,12.678,12.6515,99.0522,99.0261,96.9669,99.3289,12.6384
166.000,0.00,12.500,12.594,12.6535,99.0343,99.0082,96.9490,99.3541,12.6369
167.000,0.00,12.500,12.740,12.6376,99.0164,98.9903,96.9311,99.3205,12.6304
168.000,0.00,12.500,12.633,12.6082,98.9986,98.9725,96.9132,99.0323,12.6191
169.000,0.00,12.500,12.509,12.6020,98.9807,98.9546,96.8954,99.0187,12.6174
170.000,0.00,12.500,12.763,12.6322,98.9628,98.9367,96.8775,99.1402,12.6152
171.000,0.00,12.500,12.486,12.6342,98.9449,98.9188,96.8596,99.1373,12.6161
172.000,0.00,12.500,12.498,12.6104,98.9270,98.9009,96.8417,99.0634,12.6109
173.000,0.00,12.500,12.693,12.6151,98.9091,98.8830,96.8238,99.0979,12.6070
174.000,0.00,12.500,12.671,12.6194,98.8913,98.8652,96.8060,99.1303,12.6059
175.000,0.00,12.500,12.676,12.6166,98.8734,98.8473,96.7881,99.2051,12.6061
176.000,0.00,-6.250,-6.013,12.8650,98.8556,98.8295,96.7703,99.2105,12.8564
177.000,0.00,-6.250,-6.049,12.8508,98.8640,98.8379,96.7787,99.1872,12.8633
